anio,carrera_grupo,carrera_titulo_nivel,Modalidad,estudiantes_total,estudiantes_varones,estudiantes_mujeres,nuevos_inscriptos_total,nuevos_inscriptos_varones,nuevos_inscriptos_mujeres,egresados_total,egresados_varones,egresados_mujeres,estudiantes_mujeres_pct,inscripciones_mujeres_pct,estudiantes_hombres_pct
2012,Otros,Pregrado,Distancia,3591.0,1881.0,1710.0,2285.0,1300.0,985.0,43.0,19.0,24.0,0.1237247666594313,0.2612732095490716,0.13609724332537443
2012,Otros,Pregrado,Presencial,7567.0,4004.0,3563.0,2536.0,1243.0,1293.0,2828.0,1223.0,1605.0,34.592233009708735,33.15384615384615,38.87378640776699
2012,Psicologia,Grado,Distancia,1119.0,66.0,1053.0,387.0,29.0,358.0,51.0,3.0,48.0,0.452319587628866,0.387027027027027,0.028350515463917526
2012,Psicologia,Grado,Presencial,119831.0,22236.0,97595.0,25653.0,5420.0,20233.0,6908.0,880.0,6028.0,587.9216867469879,809.32,133.95180722891567
2012,Psicologia,Posgrado,Distancia,1257.0,256.0,1001.0,438.0,95.0,343.0,117.0,24.0,93.0,0.019721806288911656,0.04425235453489872,0.005043738671290094
2012,Psicologia,Posgrado,Presencial,6961.0,1298.0,5663.0,1894.0,424.0,1470.0,388.0,86.0,302.0,5.267906976744186,3.994565217391304,1.2074418604651163
2012,Psicologia,Pregrado,Presencial,3130.0,545.0,2585.0,910.0,167.0,743.0,436.0,59.0,377.0,23.935185185185187,25.620689655172413,5.046296296296297
2012,Salud,Grado,Distancia,4830.0,1551.0,3279.0,2170.0,735.0,1435.0,478.0,100.0,378.0,0.3624806544328985,0.8451118963486455,0.17145699756798585
2012,Salud,Grado,Presencial,232993.0,64578.0,168415.0,52721.0,14382.0,38339.0,15332.0,4113.0,11219.0,1439.4444444444443,697.0727272727273,551.9487179487179
2012,Salud,Posgrado,Distancia,9.0,3.0,6.0,2.0,2.0,0.0,7.0,4.0,3.0,inf,,inf
2012,Salud,Posgrado,Presencial,23278.0,8918.0,14360.0,6584.0,2483.0,4101.0,2822.0,1127.0,1695.0,69.03846153846153,59.43478260869565,42.875
2012,Salud,Pregrado,Distancia,2615.0,692.0,1923.0,1173.0,368.0,805.0,159.0,34.0,125.0,0.04402875721219892,0.07025045815516189,0.015843941752907775
2012,Salud,Pregrado,Presencial,14245.0,3218.0,11027.0,3968.0,980.0,2988.0,4626.0,938.0,3688.0,7.1650422352176735,5.746153846153846,2.0909681611436
2012,Sociales,Grado,Distancia,8744.0,3385.0,5359.0,4015.0,1676.0,2339.0,121.0,38.0,83.0,30.27683615819209,26.885057471264368,19.124293785310734
2012,Sociales,Grado,Presencial,79095.0,34195.0,44900.0,16362.0,7388.0,8974.0,3559.0,1316.0,2243.0,20.33514492753623,9.496296296296297,15.486865942028986
2012,Sociales,Posgrado,Distancia,1057.0,462.0,595.0,223.0,95.0,128.0,55.0,12.0,43.0,0.17587939698492464,0.13822894168466524,0.13656517883535324
2012,Sociales,Posgrado,Presencial,16684.0,6441.0,10243.0,4308.0,1753.0,2555.0,1088.0,435.0,653.0,409.72,150.2941176470588,257.64
2012,Sociales,Pregrado,Distancia,1063.0,274.0,789.0,525.0,138.0,387.0,132.0,38.0,94.0,0.581858407079646,0.8896551724137931,0.20206489675516223
2012,Sociales,Pregrado,Presencial,2170.0,945.0,1225.0,500.0,242.0,258.0,775.0,322.0,453.0,11.448598130841122,8.6,8.83177570093458
2013,Arquitectura y Urbanismo,Grado,Presencial,60082.0,30347.0,29735.0,8982.0,4384.0,4598.0,2982.0,1299.0,1683.0,0.4444560700726436,0.3548660955468087,0.4536037786613255
2013,Arquitectura y Urbanismo,Posgrado,Presencial,1579.0,634.0,945.0,464.0,186.0,278.0,72.0,30.0,42.0,12.945205479452055,8.176470588235293,8.684931506849315
2013,Arquitectura y Urbanismo,Pregrado,Presencial,114.0,97.0,17.0,29.0,24.0,5.0,155.0,46.0,109.0,0.003357693067351373,0.004878048780487805,0.019158601619593128
2013,Artes,Grado,Distancia,350.0,75.0,275.0,135.0,33.0,102.0,3.0,2.0,1.0,0.2979414951245937,0.2388758782201405,0.08125677139761647
2013,Artes,Grado,Presencial,49259.0,20899.0,28360.0,12883.0,5597.0,7286.0,1050.0,372.0,678.0,4.054904203603089,4.240977881257276,2.9881326851587073
2013,Artes,Posgrado,Presencial,1225.0,365.0,860.0,357.0,106.0,251.0,33.0,11.0,22.0,0.4339051463168517,0.20373376623376624,0.1841574167507568
2013,Artes,Pregrado,Distancia,297.0,211.0,86.0,168.0,109.0,59.0,3.0,2.0,1.0,0.0028484366719660837,0.007682291666666666,0.006988606253312136
2013,Artes,Pregrado,Presencial,3918.0,2165.0,1753.0,1610.0,873.0,737.0,462.0,219.0,243.0,2.0312862108922363,1.9445910290237467,2.5086906141367322
2013,Comunicacion,Grado,Distancia,2129.0,922.0,1207.0,1082.0,526.0,556.0,33.0,6.0,27.0,0.8057409879839786,0.5610494450050454,0.6154873164218959
2013,Comunicacion,Grado,Presencial,94713.0,34346.0,60367.0,19791.0,7721.0,12070.0,4490.0,1430.0,3060.0,38.7713551701991,22.51865671641791,22.059087989723828
2013,Comunicacion,Posgrado,Distancia,95.0,22.0,73.0,24.0,11.0,13.0,2.0,0.0,2.0,0.0020328599275967695,0.001985945615643141,0.0006126427179058759
2013,Comunicacion,Posgrado,Presencial,6341.0,2176.0,4165.0,1452.0,485.0,967.0,300.0,93.0,207.0,17.72340425531915,8.126050420168067,9.259574468085106
2013,Comunicacion,Pregrado,Distancia,2569.0,1044.0,1525.0,1371.0,582.0,789.0,217.0,61.0,156.0,3.0745967741935485,3.6359447004608296,2.1048387096774195
2013,Comunicacion,Pregrado,Presencial,8143.0,3193.0,4950.0,2106.0,958.0,1148.0,1566.0,503.0,1063.0,2.564766839378238,2.273267326732673,1.6544041450777203
2013,Diseño,Grado,Presencial,44646.0,15849.0,28797.0,9243.0,3435.0,5808.0,2153.0,627.0,1526.0,3.198600466511163,2.280329799764429,1.7604131956014661
2013,Diseño,Posgrado,Presencial,511.0,197.0,314.0,172.0,71.0,101.0,131.0,52.0,79.0,2.5950413223140494,2.061224489795918,1.628099173553719
2013,Diseño,Pregrado,Distancia,526.0,263.0,263.0,198.0,102.0,96.0,10.0,6.0,4.0,0.08778371161548731,0.09917355371900827,0.08778371161548731
2013,Diseño,Pregrado,Presencial,4614.0,1404.0,3210.0,1438.0,450.0,988.0,651.0,151.0,500.0,0.32248342374924654,0.3443708609271523,0.1410488245931284
2013,Economicas,Grado,Distancia,23098.0,10899.0,12199.0,7514.0,3732.0,3782.0,720.0,285.0,435.0,0.05939837176690558,0.10436558308957448,0.053068518229978184
2013,Economicas,Grado,Presencial,258417.0,119369.0,139048.0,49328.0,23342.0,25986.0,12833.0,5771.0,7062.0,2439.438596491228,455.89473684210526,2094.1929824561403
2013,Economicas,Posgrado,Distancia,208.0,81.0,127.0,119.0,50.0,69.0,32.0,9.0,23.0,0.012640589230616105,0.020921770770163734,0.008062108091967751
2013,Economicas,Posgrado,Presencial,17221.0,10157.0,7064.0,5202.0,3031.0,2171.0,1925.0,1278.0,647.0,2.813221823974512,3.51294498381877,4.04500199123855
2013,Economicas,Pregrado,Distancia,4309.0,1723.0,2586.0,1904.0,773.0,1131.0,519.0,207.0,312.0,0.2150698602794411,0.24786324786324787,0.1432967398536261
2013,Economicas,Pregrado,Presencial,13258.0,6569.0,6689.0,4905.0,2484.0,2421.0,3053.0,1415.0,1638.0,0.5507162851967726,0.45644796380090497,0.5408364893792195
2013,Educacion,Grado,Distancia,12958.0,2042.0,10916.0,4408.0,895.0,3513.0,1303.0,150.0,1153.0,0.1890707543084784,0.27035554871479145,0.03536849398112064
2013,Educacion,Grado,Presencial,112300.0,28067.0,84233.0,30390.0,8296.0,22094.0,6540.0,1424.0,5116.0,2159.8205128205127,613.7222222222222,719.6666666666666
2013,Educacion,Posgrado,Distancia,5774.0,1087.0,4687.0,1954.0,353.0,1601.0,1391.0,235.0,1156.0,0.7894559541856156,0.6599340478153339,0.18308910224018865
2013,Educacion,Posgrado,Presencial,11590.0,3391.0,8199.0,2947.0,856.0,2091.0,912.0,285.0,627.0,4.590705487122061,1.916590284142988,1.898656215005599
2013,Educacion,Pregrado,Distancia,546.0,165.0,381.0,218.0,78.0,140.0,58.0,16.0,42.0,0.40879828326180256,0.3867403314917127,0.17703862660944206
2013,Educacion,Pregrado,Presencial,4705.0,986.0,3719.0,1835.0,505.0,1330.0,394.0,82.0,312.0,0.3476675703468262,0.4001203369434416,0.0921753762737216
2013,Exactas,Grado,Distancia,202.0,43.0,159.0,52.0,10.0,42.0,13.0,3.0,10.0,0.0015818691923513142,0.001579778830963665,0.0004278011023340032
2013,Exactas,Grado,Presencial,19823.0,10114.0,9709.0,4580.0,2241.0,2339.0,607.0,302.0,305.0,73.0,58.475,76.04511278195488
2013,Exactas,Posgrado,Presencial,3028.0,1452.0,1576.0,545.0,272.0,273.0,389.0,197.0,192.0,0.1639958376690947,0.12650602409638553,0.15109261186264308
2013,Exactas,Pregrado,Presencial,1829.0,581.0,1248.0,824.0,265.0,559.0,671.0,255.0,416.0,3.112219451371571,8.6,1.4488778054862843
2013,"Hoteleria, Gastronomia y Turismo",Grado,Distancia,1868.0,505.0,1363.0,690.0,204.0,486.0,126.0,25.0,101.0,0.3630793819925413,0.6052303860523038,0.13452317527970165
2013,"Hoteleria, Gastronomia y Turismo",Grado,Presencial,17887.0,5802.0,12085.0,4416.0,1443.0,2973.0,918.0,222.0,696.0,9.456181533646323,4.359237536656892,4.539906103286385
2013,"Hoteleria, Gastronomia y Turismo",Posgrado,Presencial,404.0,152.0,252.0,68.0,27.0,41.0,18.0,8.0,10.0,0.030545454545454546,0.013865404125803178,0.018424242424242423
2013,"Hoteleria, Gastronomia y Turismo",Pregrado,Distancia,856.0,260.0,596.0,422.0,184.0,238.0,54.0,6.0,48.0,0.1319459818463582,0.07347946897190491,0.05756032765109586
2013,"Hoteleria, Gastronomia y Turismo",Pregrado,Presencial,4522.0,1543.0,2979.0,1589.0,560.0,1029.0,598.0,165.0,433.0,3.080661840744571,3.4072847682119205,1.5956566701137538
2013,Informatica,Grado,Distancia,3101.0,2540.0,561.0,1298.0,1091.0,207.0,166.0,124.0,42.0,11.0,207.0,49.80392156862745
2013,Informatica,Grado,Presencial,121718.0,100986.0,20732.0,22160.0,18874.0,3286.0,4151.0,3270.0,881.0,1.097511911064055,0.7534969043797294,5.346003176283748
2013,Informatica,Posgrado,Distancia,131.0,31.0,100.0,73.0,22.0,51.0,2.0,0.0,2.0,0.03454231433506045,0.08374384236453201,0.01070811744386874
2013,Informatica,Posgrado,Presencial,3095.0,2164.0,931.0,709.0,538.0,171.0,206.0,130.0,76.0,0.5574850299401197,0.35403726708074534,1.295808383233533
2013,Informatica,Pregrado,Distancia,888.0,627.0,261.0,313.0,238.0,75.0,65.0,51.0,14.0,1.1863636363636363,1.1363636363636365,2.85
2013,Informatica,Pregrado,Presencial,21765.0,17717.0,4048.0,7899.0,6324.0,1575.0,2150.0,1780.0,370.0,9.158371040723981,21.0,40.08371040723982
2013,Ingenieria,Grado,Distancia,141.0,112.0,29.0,45.0,40.0,5.0,21.0,18.0,3.0,inf,inf,inf
2013,Ingenieria,Grado,Presencial,122077.0,97497.0,24580.0,24514.0,18834.0,5680.0,4670.0,3768.0,902.0,22.447488584474886,22.101167315175097,89.03835616438356
2013,Ingenieria,Posgrado,Presencial,3447.0,2428.0,1019.0,912.0,628.0,284.0,429.0,285.0,144.0,0.09350339511837034,0.10561547043510598,0.22279317305927693
2013,Ingenieria,Pregrado,Presencial,5281.0,4886.0,395.0,2154.0,1981.0,173.0,1080.0,918.0,162.0,1.04221635883905,2.1358024691358026,12.891820580474935
2013,Juridicas,Grado,Distancia,28386.0,12652.0,15734.0,9402.0,4447.0,4955.0,1227.0,427.0,800.0,49.477987421383645,30.03030303030303,39.78616352201258
2013,Juridicas,Grado,Presencial,185963.0,78313.0,107650.0,35870.0,15502.0,20368.0,11770.0,4772.0,6998.0,25.075704635453064,13.560585885486018,18.242021896109947
2013,Juridicas,Posgrado,Distancia,24.0,6.0,18.0,24.0,6.0,18.0,0.0,0.0,0.0,0.030201342281879196,0.05555555555555555,0.010067114093959731
2013,Juridicas,Posgrado,Presencial,20949.0,9112.0,11837.0,5163.0,2305.0,2858.0,1592.0,715.0,877.0,1.5152329749103943,1.572922399559714,1.166410650281618
2013,Juridicas,Pregrado,Distancia,10770.0,5505.0,5265.0,4868.0,2570.0,2298.0,1906.0,925.0,981.0,10.679513184584179,9.418032786885245,11.166328600405679
2013,Juridicas,Pregrado,Presencial,12093.0,6140.0,5953.0,3720.0,1924.0,1796.0,5144.0,2278.0,2866.0,12.829741379310345,13.10948905109489,13.232758620689655
2013,Naturales,Grado,Distancia,1277.0,512.0,765.0,268.0,144.0,124.0,342.0,93.0,249.0,0.6359102244389028,0.40924092409240925,0.4256026600166251
2013,Naturales,Grado,Presencial,94171.0,44704.0,49467.0,17280.0,7842.0,9438.0,4436.0,2319.0,2117.0,0.4605479987710527,0.43166849615806807,0.41620348387937695
2013,Naturales,Posgrado,Distancia,75.0,51.0,24.0,27.0,20.0,7.0,3.0,3.0,0.0,0.42857142857142855,inf,0.9107142857142857
2013,Naturales,Posgrado,Presencial,11779.0,5333.0,6446.0,2689.0,1232.0,1457.0,1372.0,573.0,799.0,2.3070866141732282,2.5251299826689775,1.9087329992841804
2013,Naturales,Pregrado,Distancia,599.0,356.0,243.0,176.0,97.0,79.0,52.0,25.0,27.0,0.3319672131147541,0.33760683760683763,0.48633879781420764
2013,Naturales,Pregrado,Presencial,9303.0,4817.0,4486.0,3384.0,1804.0,1580.0,760.0,362.0,398.0,0.20906930139348465,0.20648196549921588,0.22449550263317333
2013,Otros,Grado,Distancia,2065.0,1033.0,1032.0,1185.0,618.0,567.0,46.0,19.0,27.0,0.47601476014760147,0.4956293706293706,0.4764760147601476
2013,Otros,Grado,Presencial,40385.0,22260.0,18125.0,14804.0,7879.0,6925.0,1901.0,1193.0,708.0,0.747330227188389,1.494711849773365,0.9178245990186781
2013,Otros,Posgrado,Presencial,2769.0,1660.0,1109.0,718.0,451.0,267.0,424.0,278.0,146.0,6.680722891566265,3.423076923076923,10.0
2013,Otros,Pregrado,Distancia,4504.0,2334.0,2170.0,2323.0,1289.0,1034.0,172.0,86.0,86.0,10.796019900497512,7.602941176470588,11.611940298507463
2013,Otros,Pregrado,Presencial,7216.0,3725.0,3491.0,2416.0,1220.0,1196.0,4817.0,1850.0,2967.0,4.611624834874505,3.276712328767123,4.920739762219287
2013,Psicologia,Grado,Distancia,1460.0,105.0,1355.0,552.0,44.0,508.0,138.0,25.0,113.0,11.581196581196581,10.808510638297872,0.8974358974358975
2013,Psicologia,Grado,Presencial,122454.0,22772.0,99682.0,27102.0,5690.0,21412.0,6733.0,882.0,5851.0,0.8872294218171461,0.9312804453723034,0.2026844203930504
2013,Psicologia,Posgrado,Distancia,1442.0,278.0,1164.0,414.0,82.0,332.0,155.0,16.0,139.0,0.39551478083588176,0.4114002478314746,0.0944614339109752
2013,Psicologia,Posgrado,Presencial,7192.0,1283.0,5909.0,2044.0,391.0,1653.0,377.0,77.0,300.0,1.1525258435732397,0.7981651376146789,0.25024380729471424
2013,Psicologia,Pregrado,Presencial,3431.0,614.0,2817.0,1056.0,194.0,862.0,471.0,51.0,420.0,0.35474121647147716,0.5455696202531646,0.07732023674600176
2013,Salud,Grado,Distancia,6480.0,1654.0,4826.0,2854.0,661.0,2193.0,988.0,259.0,729.0,56.116279069767444,49.84090909090909,19.232558139534884
2013,Salud,Grado,Presencial,237509.0,64431.0,173078.0,55202.0,14599.0,40603.0,15012.0,3791.0,11221.0,inf,inf,inf
2013,Salud,Posgrado,Distancia,103.0,31.0,72.0,29.0,14.0,15.0,15.0,5.0,10.0,0.1702127659574468,0.09740259740259741,0.07328605200945626
2013,Salud,Posgrado,Presencial,25090.0,9373.0,15717.0,7072.0,2647.0,4425.0,3354.0,1328.0,2026.0,0.10783015567005358,0.1643209922388503,0.06430565941944469
2013,Salud,Pregrado,Distancia,2135.0,582.0,1553.0,427.0,150.0,277.0,425.0,96.0,329.0,0.10001287995878413,0.08192842354333038,0.037480680061823805
2013,Salud,Pregrado,Presencial,15085.0,3286.0,11799.0,4671.0,1054.0,3617.0,5516.0,1064.0,4452.0,5.562942008486563,4.100907029478458,1.5492692126355492
2013,Sociales,Grado,Distancia,8749.0,3322.0,5427.0,3432.0,1414.0,2018.0,181.0,50.0,131.0,0.6222196743866085,0.7524235645041014,0.38087594588397156
2013,Sociales,Grado,Presencial,79755.0,34140.0,45615.0,16953.0,7638.0,9315.0,3002.0,1146.0,1856.0,1.7672013017201302,0.9380664652567976,1.3226406322640631
2013,Sociales,Posgrado,Distancia,1310.0,599.0,711.0,281.0,129.0,152.0,69.0,22.0,47.0,0.01592099959693672,0.015687893487460008,0.013413050293340499
2013,Sociales,Posgrado,Presencial,18775.0,7290.0,11485.0,4688.0,1681.0,3007.0,1104.0,447.0,657.0,2.112766740250184,1.2966796032772747,1.3410596026490067
2013,Sociales,Pregrado,Distancia,1492.0,435.0,1057.0,969.0,284.0,685.0,213.0,73.0,140.0,0.1231647634584013,0.1392842618950793,0.05068748543463062
2013,Sociales,Pregrado,Presencial,1989.0,882.0,1107.0,618.0,239.0,379.0,837.0,326.0,511.0,0.28391895357784047,0.24819908316961362,0.22621184919210055
2014,Arquitectura y Urbanismo,Grado,Presencial,60355.0,30220.0,30135.0,9333.0,4617.0,4716.0,3210.0,1406.0,1804.0,14.940505701536937,5.389714285714286,14.982647496281606
2014,Arquitectura y Urbanismo,Posgrado,Presencial,2038.0,795.0,1243.0,453.0,181.0,272.0,92.0,37.0,55.0,0.014284236775876532,0.01764171747308341,0.009135935830106068
2014,Arquitectura y Urbanismo,Pregrado,Presencial,225.0,183.0,42.0,103.0,84.0,19.0,172.0,53.0,119.0,1.1666666666666667,1.0,5.083333333333333
2014,Artes,Grado,Distancia,426.0,102.0,324.0,169.0,48.0,121.0,15.0,3.0,12.0,0.031609756097560976,0.0491869918699187,0.009951219512195122
2014,Artes,Grado,Presencial,50428.0,21100.0,29328.0,13183.0,5582.0,7601.0,1222.0,424.0,798.0,48.71760797342193,34.23873873873874,35.04983388704319
2014,Artes,Posgrado,Presencial,1805.0,531.0,1274.0,358.0,106.0,252.0,90.0,38.0,52.0,0.18192203341425103,0.10848041325871717,0.07582464658003712
2014,Artes,Pregrado,Distancia,433.0,291.0,142.0,303.0,186.0,117.0,6.0,5.0,1.0,0.25,0.43656716417910446,0.5123239436619719
2014,Artes,Pregrado,Presencial,4364.0,2426.0,1938.0,1785.0,968.0,817.0,478.0,202.0,276.0,0.2592295345104334,0.4987789987789988,0.3245050829320492
2014,Comunicacion,Grado,Distancia,2375.0,1059.0,1316.0,1207.0,579.0,628.0,36.0,6.0,30.0,1.2230483271375465,2.453125,0.9842007434944238
2014,Comunicacion,Grado,Presencial,93592.0,34200.0,59392.0,21069.0,8430.0,12639.0,4556.0,1401.0,3155.0,inf,inf,inf
2014,Comunicacion,Posgrado,Distancia,120.0,31.0,89.0,52.0,11.0,41.0,10.0,0.0,10.0,0.07732406602953953,0.09647058823529411,0.02693310165073849
2014,Comunicacion,Posgrado,Presencial,6280.0,2195.0,4085.0,1294.0,428.0,866.0,464.0,113.0,351.0,8.089108910891088,2.453257790368272,4.346534653465347
2014,Comunicacion,Pregrado,Distancia,2659.0,1136.0,1523.0,1462.0,653.0,809.0,231.0,70.0,161.0,0.05083274924067955,0.07105841018884497,0.03791595741130136
2014,Comunicacion,Pregrado,Presencial,8629.0,3515.0,5114.0,2448.0,1126.0,1322.0,1753.0,576.0,1177.0,2.2138528138528137,1.568208778173191,1.5216450216450217
2014,Diseño,Grado,Presencial,44305.0,15733.0,28572.0,9665.0,3536.0,6129.0,2217.0,620.0,1597.0,17.958516656191076,9.949675324675324,9.888749214330609
2014,Diseño,Posgrado,Presencial,685.0,279.0,406.0,278.0,111.0,167.0,151.0,56.0,95.0,0.06109857035364936,0.0757026291931097,0.04198645598194131
2014,Diseño,Pregrado,Distancia,595.0,327.0,268.0,236.0,128.0,108.0,9.0,4.0,5.0,0.25402843601895736,0.18030050083472454,0.30995260663507107
2014,Diseño,Pregrado,Presencial,4398.0,1332.0,3066.0,1459.0,500.0,959.0,823.0,160.0,663.0,0.2744360902255639,0.24876783398184177,0.11922663802363051
2014,Economicas,Grado,Distancia,24043.0,11320.0,12723.0,7687.0,3779.0,3908.0,599.0,271.0,328.0,55.077922077922075,37.57692307692308,49.004329004329
2014,Economicas,Grado,Presencial,261379.0,121097.0,140282.0,49179.0,23960.0,25219.0,13206.0,5963.0,7243.0,70.141,15.110245656081485,60.5485
2014,Economicas,Posgrado,Distancia,171.0,73.0,98.0,81.0,34.0,47.0,31.0,11.0,20.0,0.10629067245119306,0.14242424242424243,0.07917570498915401
2014,Economicas,Posgrado,Presencial,17805.0,10485.0,7320.0,5613.0,3330.0,2283.0,1827.0,1122.0,705.0,13.555555555555555,16.78676470588235,19.416666666666668
2014,Economicas,Pregrado,Distancia,4237.0,1647.0,2590.0,1929.0,773.0,1156.0,630.0,263.0,367.0,0.02823873176475719,0.058588008717246974,0.017957216685928607
2014,Economicas,Pregrado,Presencial,14046.0,6763.0,7283.0,5155.0,2486.0,2669.0,3291.0,1576.0,1715.0,9.922343324250681,266.9,9.213896457765667
2014,Educacion,Grado,Distancia,12339.0,1936.0,10403.0,4429.0,670.0,3759.0,1299.0,149.0,1150.0,2.0518737672583827,3.522961574507966,0.38185404339250495
2014,Educacion,Grado,Presencial,116514.0,29374.0,87140.0,32399.0,8462.0,23937.0,7288.0,1741.0,5547.0,33.56702619414484,31.746684350132625,11.315100154083204
2014,Educacion,Posgrado,Distancia,4667.0,1355.0,3312.0,1337.0,245.0,1092.0,1275.0,220.0,1055.0,5.72020725388601,4.350597609561753,2.3402417962003454
2014,Educacion,Posgrado,Presencial,11497.0,3649.0,7848.0,2595.0,862.0,1733.0,665.0,190.0,475.0,0.2791591078860314,0.29263762242485647,0.12979760253263614
2014,Educacion,Pregrado,Distancia,483.0,125.0,358.0,92.0,22.0,70.0,44.0,3.0,41.0,0.6845124282982792,0.16355140186915887,0.2390057361376673
2014,Educacion,Pregrado,Presencial,4422.0,834.0,3588.0,1080.0,213.0,867.0,411.0,76.0,335.0,1.8974087784241143,1.0483675937122128,0.44103648863035433
2014,Exactas,Grado,Distancia,51.0,15.0,36.0,17.0,4.0,13.0,19.0,1.0,18.0,0.06741573033707865,0.08333333333333333,0.028089887640449437
2014,Exactas,Grado,Presencial,19916.0,10269.0,9647.0,4330.0,2116.0,2214.0,675.0,369.0,306.0,5.868004866180049,2.510204081632653,6.2463503649635035
2014,Exactas,Posgrado,Presencial,2723.0,1309.0,1414.0,623.0,339.0,284.0,332.0,168.0,164.0,0.007645102862858533,0.007010095524893244,0.007077397204725474
2014,Exactas,Pregrado,Presencial,2122.0,645.0,1477.0,822.0,236.0,586.0,573.0,234.0,339.0,0.08855977935004197,0.13662858475169037,0.03867370188271975
2014,"Hoteleria, Gastronomia y Turismo",Grado,Distancia,1860.0,489.0,1371.0,555.0,161.0,394.0,121.0,23.0,98.0,0.524282982791587,0.3358908780903666,0.1869980879541109
2014,"Hoteleria, Gastronomia y Turismo",Grado,Presencial,18709.0,6053.0,12656.0,4794.0,1654.0,3140.0,1032.0,267.0,765.0,1.053700774290234,0.9806371018113679,0.5039547081841645
2014,"Hoteleria, Gastronomia y Turismo",Posgrado,Presencial,433.0,174.0,259.0,82.0,47.0,35.0,17.0,7.0,10.0,0.081293157564344,0.02717391304347826,0.054613935969868174
2014,"Hoteleria, Gastronomia y Turismo",Pregrado,Distancia,878.0,255.0,623.0,423.0,181.0,242.0,68.0,12.0,56.0,0.012968899621133269,0.019823066841415465,0.005308297597735126
2014,"Hoteleria, Gastronomia y Turismo",Pregrado,Presencial,4647.0,1617.0,3030.0,1678.0,643.0,1035.0,612.0,170.0,442.0,336.6666666666667,517.5,179.66666666666666
2014,Informatica,Grado,Distancia,3334.0,2761.0,573.0,1481.0,1271.0,210.0,85.0,55.0,30.0,0.08681818181818182,0.0915032679738562,0.41833333333333333
2014,Informatica,Grado,Presencial,120879.0,100623.0,20256.0,24736.0,20858.0,3878.0,4048.0,3274.0,774.0,9.067144136078783,5.06266318537859,45.041629364368845
2014,Informatica,Posgrado,Presencial,2661.0,1925.0,736.0,513.0,385.0,128.0,176.0,124.0,52.0,0.15035750766087844,0.06729758149316509,0.39325842696629215
2014,Informatica,Pregrado,Distancia,841.0,591.0,250.0,263.0,198.0,65.0,50.0,33.0,17.0,0.0038444977548133114,0.0050115651503469544,0.009088392692378667
2014,Informatica,Pregrado,Presencial,21008.0,17307.0,3701.0,6412.0,5233.0,1179.0,2453.0,2087.0,366.0,3.8672936259143156,6.238095238095238,18.0846394984326
