universidad_nombre,institucion_nombre,institucion_direccion,api,coordenadas,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,lat,lon,departamento_id_x,departamento_nombre_x,municipio_id_x,municipio_nombre_x,provincia_id_x,provincia_nombre_x,latitud_x,longitud_x,departamento_id_y,departamento_nombre_y,municipio_id_y,municipio_nombre_y,provincia_id_y,provincia_nombre_y,latitud_y,longitud_y
Universidad de Palermo,Universidad de Palermo,Mario Bravo 1050,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Mario Bravo 1050&provincia=2,"-34.5972849453752,-58.41576251085405",,,,,,,,,,,,,,,,,,,,,,-34.5972849453752,-58.41576251085405,2098.0,Comuna 14,,,2.0,Ciudad Autonoma de Buenos Aires,-34.5972849453752,-58.4157625108541,02098,Comuna 14,,,02,Ciudad Autónoma de Buenos Aires,-34.5972849453752,-58.41576251085405
Universidad de San Andres,Universidad de San Andres,Vito Dumas 284,,"-34.4461156,-58.5321377",,,,,,,,,,,,,,,,,,,,,,-34.4461156,-58.5321377,6749.0,San Fernando,60749.0,San Fernando,6.0,Buenos Aires,-34.4461156,-58.5321377,06749,San Fernando,060749,San Fernando,06,Buenos Aires,-34.4461156,-58.5321377
"Universidad de San Isidro ""Dr. Placido Marin""","Universidad de San Isidro ""Dr. Placido Marin""",Av. del Libertador 17175,,"-34.4617796,-58.5203287",,,,,,,,,,,,,,,,,,,,,,-34.4617796,-58.5203287,6756.0,San Isidro,60756.0,San Isidro,6.0,Buenos Aires,-34.4617796,-58.5203287,06756,San Isidro,060756,San Isidro,06,Buenos Aires,-34.4617796,-58.5203287
Universidad del Aconcagua,Universidad del Aconcagua,Catamarca 147,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Catamarca 147&provincia=50,"-32.889702977248035,-68.836339205674",,,,,,,,,,,,,,,,,,,,,,-32.889702977248035,-68.836339205674,50007.0,Capital,500007.0,Capital,50.0,Mendoza,-32.889702977248,-68.836339205674,50007,Capital,500007,Capital,50,Mendoza,-32.889702977248035,-68.836339205674
Universidad del CEMA,Universidad del CEMA,Av. Cordoba 374,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Cordoba 374&provincia=2,"-34.598493489787174,-58.37246198342438",,,,,,,,,,,,,,,,,,,,,,-34.598493489787174,-58.37246198342438,2007.0,Comuna 1,,,2.0,Ciudad Autonoma de Buenos Aires,-34.598493489787195,-58.372461983424394,02007,Comuna 1,,,02,Ciudad Autónoma de Buenos Aires,-34.598493489787174,-58.37246198342438
Universidad del Centro Educativo Latinoamericano,Universidad del Centro Educativo Latinoamericano,Av. Pellegrini 1332,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Pellegrini 1332&provincia=82,"-32.9565784932488,-60.6441042488731",,,,,,,,,,,,,,,,,,,,,,-32.9565784932488,-60.6441042488731,82084.0,Rosario,,,82.0,Santa Fe,-32.9565784932488,-60.6441042488731,82084,Rosario,,,82,Santa Fe,-32.9565784932488,-60.6441042488731
Universidad del Cine,Universidad del Cine,Dr. Jose Modesto Giuffra 330,,"-34.617846,-58.3728309",,,,,,,,,,,,,,,,,,,,,,-34.617846,-58.3728309,2007.0,Comuna 1,,,2.0,Ciudad Autonoma de Buenos Aires,-34.617846,-58.372830900000004,02007,Comuna 1,,,02,Ciudad Autónoma de Buenos Aires,-34.617846,-58.3728309
Universidad del Congreso,Universidad del Congreso,Maipu 942,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Maipu 942&provincia=2,"-34.597041549129365,-58.37693167637579",,,,,,,,,,,,,,,,,,,,,,-34.597041549129365,-58.37693167637579,2007.0,Comuna 1,,,2.0,Ciudad Autonoma de Buenos Aires,-34.5970415491294,-58.3769316763758,02007,Comuna 1,,,02,Ciudad Autónoma de Buenos Aires,-34.597041549129365,-58.37693167637579
Universidad del Este,Universidad del Este,Calle 2 684,,"-34.9072705,-57.9504423",,,,,,,,,,,,,,,,,,,,,,-34.9072705,-57.9504423,6441.0,La Plata,60441.0,La Plata,6.0,Buenos Aires,-34.9072705,-57.95044229999999,06441,La Plata,060441,La Plata,06,Buenos Aires,-34.9072705,-57.9504423
Universidad del Museo Social Argentino,Universidad del Museo Social Argentino,Av. Corrientes 1723,,"-34.6047031,-58.3922666",,,,,,,,,,,,,,,,,,,,,,-34.6047031,-58.3922666,2021.0,Comuna 3,,,2.0,Ciudad Autonoma de Buenos Aires,-34.6047031,-58.3922666,02021,Comuna 3,,,02,Ciudad Autónoma de Buenos Aires,-34.6047031,-58.3922666
Universidad del Norte Santo Tomas de Aquino,Universidad del Norte Santo Tomas de Aquino,9 de Julio 165,http://apis.datos.gob.ar/georef/api/direcciones?direccion=9 de Julio 165,"-26.832849,-65.2075185",,,,,,,,,,,,,,,,,,,,,,-26.832849,-65.2075185,90084.0,Capital,900014.0,Municipalidad de San Miguel De Tucuman,90.0,Tucuman,-26.832849,-65.2075185,90084,Capital,900014,Municipalidad de San Miguel De Tucuman,90,Tucumán,-26.832849,-65.2075185
Universidad del Salvador,Universidad del Salvador,Av. Cordoba 1601,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Cordoba 1601&provincia=2,"-34.5994421892955,-58.3896679387133",,,,,,,,,,,,,,,,,,,,,,-34.5994421892955,-58.3896679387133,2014.0,Comuna 2,,,2.0,Ciudad Autonoma de Buenos Aires,-34.5994421892955,-58.389667938713295,02014,Comuna 2,,,02,Ciudad Autónoma de Buenos Aires,-34.5994421892955,-58.3896679387133
Universidad Empresarial Siglo 21,Universidad Empresarial Siglo 21,De los Latinos 8555,http://apis.datos.gob.ar/georef/api/direcciones?direccion=De los Latinos 8555,"-31.3279965,-64.2286782",,,,,,,,,,,,,,,,,,,,,,-31.3279965,-64.2286782,14014.0,Capital,140077.0,Cordoba,14.0,Cordoba,-31.3279965,-64.2286782,14014,Capital,140077,Córdoba,14,Córdoba,-31.3279965,-64.2286782
Universidad Favaloro,Universidad Favaloro,Av. Entre Rios 495,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Entre Rios 495&provincia=2,"-34.614872720152945, -58.39167679293044",,,,,,,,,,,,,,,,,,,,,,-34.614872720152945, -58.39167679293044,2021.0,Comuna 3,,,2.0,Ciudad Autonoma de Buenos Aires,-34.614872720152896,-58.391676792930404,02021,Comuna 3,,,02,Ciudad Autónoma de Buenos Aires,-34.614872720152945, -58.39167679293044
Universidad Gaston Dachary,Universidad Gaston Dachary,"Salta 1912, posadas","http://apis.datos.gob.ar/georef/api/direcciones?direccion=Salta 1912, posadas","-27.3706143,-55.9352656",,,,,,,,,,,,,,,,,,,,,,-27.3706143,-55.9352656,54028.0,Capital,540119.0,Posadas,54.0,Misiones,-27.3706143,-55.935265599999994,54028,Capital,540119,Posadas,54,Misiones,-27.3706143,-55.9352656
Universidad ISALUD,Universidad ISALUD,Venezuela 847,,"-34.6139929,-58.3804476",,,,,,,,,,,,,,,,,,,,,,-34.6139929,-58.3804476,2007.0,Comuna 1,,,2.0,Ciudad Autonoma de Buenos Aires,-34.6139929,-58.380447600000004,02007,Comuna 1,,,02,Ciudad Autónoma de Buenos Aires,-34.6139929,-58.3804476
Universidad Juan Agustin Maza,Universidad Juan Agustin Maza,Lateral Sur del Acceso Este 2245,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Lateral Sur del Acceso Este 2245,"-32.95403678084001,-68.83214028295434",,,,,,,,,,,,,,,,,,,,,,-32.95403678084001,-68.83214028295434,50021.0,Godoy Cruz,500021.0,Godoy Cruz,50.0,Mendoza,-32.95403678084,-68.8321402829543,50021,Godoy Cruz,500021,Godoy Cruz,50,Mendoza,-32.95403678084001,-68.83214028295434
Universidad Maimonides,Universidad Maimonides,Hidalgo 775,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Hidalgo 775&provincia=2,"-34.61053895477871,-58.44103541301811",,,,,,,,,,,,,,,,,,,,,,-34.61053895477871,-58.44103541301811,2042.0,Comuna 6,,,2.0,Ciudad Autonoma de Buenos Aires,-34.6105389547787,-58.4410354130181,02042,Comuna 6,,,02,Ciudad Autónoma de Buenos Aires,-34.61053895477871,-58.44103541301811
Universidad Metropolitana para la Educacion y el Trabajo,Universidad Metropolitana para la Educacion y el Trabajo,Sarmiento 2037,,"-34.6058,-58.3979779",,,,,,,,,,,,,,,,,,,,,,-34.6058,-58.3979779,2021.0,Comuna 3,,,2.0,Ciudad Autonoma de Buenos Aires,-34.6058,-58.3979779,02021,Comuna 3,,,02,Ciudad Autónoma de Buenos Aires,-34.6058,-58.3979779
Universidad Nacional Arturo Jauretche,Universidad Nacional Arturo Jauretche,Calchaqui 6200,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Calchaqui 6200&provincia=6,"-34.7751429,-58.2701046",,,,,,,,,,,,,,,,,,,,,,-34.7751429,-58.2701046,6274.0,Florencio Varela,60274.0,Florencio Varela,6.0,Buenos Aires,-34.7751429,-58.270104599999996,06274,Florencio Varela,060274,Florencio Varela,06,Buenos Aires,-34.7751429,-58.2701046
Universidad Nacional de Avellaneda,Universidad Nacional de Avellaneda,12 de Octubre 463,http://apis.datos.gob.ar/georef/api/direcciones?direccion=12 de Octubre 463&provincia=6,"-34.72925803087015,-58.263119285544974",,,,,,,,,,,,,,,,,,,,,,-34.72925803087015,-58.263119285544974,6658.0,Quilmes,60658.0,Quilmes,6.0,Buenos Aires,-34.7292580308702,-58.263119285544995,06658,Quilmes,060658,Quilmes,06,Buenos Aires,-34.72925803087015,-58.263119285544974
Universidad Nacional de Catamarca,Universidad Nacional de Catamarca,Esquiu 799,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Esquiu 799,"-28.459001,-65.7854021",,,,,,,,,,,,,,,,,,,,,,-28.459001,-65.7854021,10049.0,Capital,100140.0,San Fernando del Valle de Catamarca,10.0,Catamarca,-28.459001,-65.78540210000001,10049,Capital,100140,San Fernando del Valle de Catamarca,10,Catamarca,-28.459001,-65.7854021
Universidad Nacional de Chilecito,Universidad Nacional de Chilecito,s/d,,"-29.1565622,-67.4730232",,,,,,,,,,,,,,,,,,,,,,-29.1565622,-67.4730232,46042.0,Chilecito,460042.0,Chilecito,46.0,La Rioja,-29.156562199999996,-67.47302320000001,46042,Chilecito,460042,Chilecito,46,La Rioja,-29.1565622,-67.4730232
Universidad Nacional de Cordoba,Universidad Nacional de Cordoba,Av. Haya de la Torre s/n,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Haya de la Torre s/n&provincia=14,"-31.4354809,-64.1877589",,,,,,,,,,,,,,,,,,,,,,-31.4354809,-64.1877589,14014.0,Capital,140077.0,Cordoba,14.0,Cordoba,-31.4354809,-64.1877589,14014,Capital,140077,Córdoba,14,Córdoba,-31.4354809,-64.1877589
Universidad Nacional de Cuyo,Universidad Nacional de Cuyo,"Centro Universitario, M5500",,"-32.8807275,-68.8801746",,,,,,,,,,,,,,,,,,,,,,-32.8807275,-68.8801746,50007.0,Capital,500007.0,Capital,50.0,Mendoza,-32.8807275,-68.88017459999999,50007,Capital,500007,Capital,50,Mendoza,-32.8807275,-68.8801746
Universidad Nacional de Entre rios,Universidad Nacional de Entre rios,Eva Peron 24,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Eva Peron 24,"-31.624005177104273,-58.50507853279984",,,,,,,,,,,,,,,,,,,,,,-31.624005177104273,-58.50507853279984,30088.0,San Salvador,,,30.0,Entre Rios,-31.6240051771043,-58.5050785327998,30088,San Salvador,,,30,Entre Ríos,-31.624005177104273,-58.50507853279984
Universidad Nacional de Formosa,Universidad Nacional de Formosa,Av. formosa 3200,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. formosa 3200,"-26.1921994,-58.2024444",,,,,,,,,,,,,,,,,,,,,,-26.1921994,-58.2024444,34014.0,Formosa,340028.0,Formosa,34.0,Formosa,-26.192199399999996,-58.202444400000005,34014,Formosa,340028,Formosa,34,Formosa,-26.1921994,-58.2024444
Universidad Nacional de General Sarmiento,Universidad Nacional de General Sarmiento,Juan Maria Gutierrez 1150,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Juan Maria Gutierrez 1150&provincia=6,"-34.492332720554565, -58.664685936227905",,,,,,,,,,,,,,,,,,,,,,-34.492332720554565, -58.664685936227905,6515.0,Malvinas Argentinas,60515.0,Malvinas Argentinas,6.0,Buenos Aires,-34.4923327205546,-58.66468593622789,06515,Malvinas Argentinas,060515,Malvinas Argentinas,06,Buenos Aires,-34.492332720554565, -58.664685936227905
Universidad Nacional de Hurlingham,Universidad Nacional de Hurlingham,Tte. Manuel Origone 151,,"-34.6174248,-58.6369253",,,,,,,,,,,,,,,,,,,,,,-34.6174248,-58.6369253,6408.0,Hurlingham,60408.0,Hurlingham,6.0,Buenos Aires,-34.617424799999995,-58.6369253,06408,Hurlingham,060408,Hurlingham,06,Buenos Aires,-34.6174248,-58.6369253
Universidad Nacional de Jujuy,Universidad Nacional de Jujuy,Av. Bolivia 1239,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Bolivia 1239,"-24.1826176,-65.3203807",,,,,,,,,,,,,,,,,,,,,,-24.1826176,-65.3203807,38021.0,Dr. Manuel Belgrano,380035.0,San Salvador de Jujuy,38.0,Jujuy,-24.1826176,-65.3203807,38021,Dr. Manuel Belgrano,380035,San Salvador de Jujuy,38,Jujuy,-24.1826176,-65.3203807
Universidad Nacional de La Matanza,Universidad Nacional de La Matanza,Florencio Varela 1903,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Florencio Varela 1903&provincia=6,"-34.67069602536431,-58.5625432692672",,,,,,,,,,,,,,,,,,,,,,-34.67069602536431,-58.5625432692672,6427.0,La Matanza,60427.0,La Matanza,6.0,Buenos Aires,-34.6706960253643,-58.56254326926721,06427,La Matanza,060427,La Matanza,06,Buenos Aires,-34.67069602536431,-58.5625432692672
Universidad Nacional de La Pampa,Universidad Nacional de La Pampa,Uruguay 151,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Uruguay 151,"-36.1446255,-64.5963517",,,,,,,,,,,,,,,,,,,,,,-36.1446255,-64.5963517,42035.0,Conhelo,420098.0,Conhelo,42.0,La Pampa,-36.144625500000004,-64.5963517,42035,Conhelo,420098,Conhelo,42,La Pampa,-36.1446255,-64.5963517
Universidad Nacional de la Patagonia Austral,Universidad Nacional de la Patagonia Austral,"Ruta Nacional 3, Z9011","http://apis.datos.gob.ar/georef/api/direcciones?direccion=Ruta Nacional 3, Z9011","-46.4336028,-67.5229963",,,,,,,,,,,,,,,,,,,,,,-46.4336028,-67.5229963,78014.0,Deseado,,,78.0,Santa Cruz,-46.433602799999996,-67.5229963,78014,Deseado,,,78,Santa Cruz,-46.4336028,-67.5229963
Universidad Nacional de la Patagonia San Juan Bosco,Universidad Nacional de la Patagonia San Juan Bosco,Sarmiento 849,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Sarmiento 849&provincia=26,"-42.91147305328778,-71.32234601161547",,,,,,,,,,,,,,,,,,,,,,-42.91147305328778,-71.32234601161547,26035.0,Futaleufu,260077.0,Esquel,26.0,Chubut,-42.9114730532878,-71.3223460116155,26035,Futaleufú,260077,Esquel,26,Chubut,-42.91147305328778,-71.32234601161547
Universidad Nacional de La Plata,Universidad Nacional de La Plata,Av. 7 776,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. 7 776&provincia=6,"-34.89439984475497,-57.97717980074897",,,,,,,,,,,,,,,,,,,,,,-34.89439984475497,-57.97717980074897,6441.0,La Plata,60441.0,La Plata,6.0,Buenos Aires,-34.894399844755,-57.977179800749,06441,La Plata,060441,La Plata,06,Buenos Aires,-34.89439984475497,-57.97717980074897
Universidad Nacional de La Rioja,Universidad Nacional de La Rioja,Av. Luis M. de la Fuente,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Luis M. de la Fuente,"-29.4298962,-66.8709593",,,,,,,,,,,,,,,,,,,,,,-29.4298962,-66.8709593,46014.0,Capital,460014.0,Capital,46.0,La Rioja,-29.4298962,-66.8709593,46014,Capital,460014,Capital,46,La Rioja,-29.4298962,-66.8709593
Universidad Nacional de Lanus,Universidad Nacional de Lanus,29 de septiembre 3901,http://apis.datos.gob.ar/georef/api/direcciones?direccion=29 de septiembre 3901&provincia=6,"-34.7355208,-58.3932694",,,,,,,,,,,,,,,,,,,,,,-34.7355208,-58.3932694,6434.0,Lanus,60434.0,Lanus,6.0,Buenos Aires,-34.735520799999996,-58.3932694,06434,Lanús,060434,Lanús,06,Buenos Aires,-34.7355208,-58.3932694
Universidad Nacional de las Artes,Universidad Nacional de las Artes,Av. Ing Huergo 1433,,"-34.6094209,-58.4066206",,,,,,,,,,,,,,,,,,,,,,-34.6094209,-58.4066206,2021.0,Comuna 3,,,2.0,Ciudad Autonoma de Buenos Aires,-34.609420899999996,-58.406620600000004,02021,Comuna 3,,,02,Ciudad Autónoma de Buenos Aires,-34.6094209,-58.4066206
Universidad Nacional de Lomas de Zamora,Universidad Nacional de Lomas de Zamora,Camino de Cintura y Juan XXIII,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Camino de Cintura y Juan XXIII&provincia=6,"-34.7765037,-58.4591023",,,,,,,,,,,,,,,,,,,,,,-34.7765037,-58.4591023,6490.0,Lomas de Zamora,60490.0,Lomas de Zamora,6.0,Buenos Aires,-34.7765037,-58.45910229999999,06490,Lomas de Zamora,060490,Lomas de Zamora,06,Buenos Aires,-34.7765037,-58.4591023
Universidad Nacional de Lujan,Universidad Nacional de Lujan,"Avenida Constitucion, Ruta 5","http://apis.datos.gob.ar/georef/api/direcciones?direccion=Avenida Constitucion, Ruta 5&provincia=6","-34.5774091,-59.0909557",,,,,,,,,,,,,,,,,,,,,,-34.5774091,-59.0909557,6497.0,Lujan,60497.0,Lujan,6.0,Buenos Aires,-34.577409100000004,-59.0909557,06497,Luján,060497,Luján,06,Buenos Aires,-34.5774091,-59.0909557
Universidad Nacional de Mar del Plata,Universidad Nacional de Mar del Plata,"Dean Funes 3350,","http://apis.datos.gob.ar/georef/api/direcciones?direccion=Dean Funes 3350,&provincia=6","-38.0057920156254,-57.5715790666085",,,,,,,,,,,,,,,,,,,,,,-38.0057920156254,-57.5715790666085,6357.0,General Pueyrredon,60357.0,General Pueyrredon,6.0,Buenos Aires,-38.0057920156254,-57.57157906660849,06357,General Pueyrredón,060357,General Pueyrredón,06,Buenos Aires,-38.0057920156254,-57.5715790666085
Universidad Nacional de Misiones,Universidad Nacional de Misiones,Fernando Elias LLamosas 9400,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Fernando Elias LLamosas 9400,"-27.3996326,-55.9256125",,,,,,,,,,,,,,,,,,,,,,-27.3996326,-55.9256125,54028.0,Capital,540119.0,Posadas,54.0,Misiones,-27.3996326,-55.9256125,54028,Capital,540119,Posadas,54,Misiones,-27.3996326,-55.9256125
Universidad Nacional de Moreno,Universidad Nacional de Moreno,Av. Bartolome Mitre 1891,,"-34.6525807,-58.7791501",,,,,,,,,,,,,,,,,,,,,,-34.6525807,-58.7791501,6560.0,Moreno,60560.0,Moreno,6.0,Buenos Aires,-34.6525807,-58.7791501,06560,Moreno,060560,Moreno,06,Buenos Aires,-34.6525807,-58.7791501
Universidad Nacional de Quilmes,Universidad Nacional de Quilmes,Roque Saenz Peña 352,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Roque Saenz Peña 352&provincia=6,"-34.7064966,-58.2807187",,,,,,,,,,,,,,,,,,,,,,-34.7064966,-58.2807187,6658.0,Quilmes,60658.0,Quilmes,6.0,Buenos Aires,-34.7064966,-58.2807187,06658,Quilmes,060658,Quilmes,06,Buenos Aires,-34.7064966,-58.2807187
Universidad Nacional de Rafaela,Universidad Nacional de Rafaela,Bv. Pres. Julio A. Roca 989,,"-31.2511417,-61.5046662",,,,,,,,,,,,,,,,,,,,,,-31.2511417,-61.5046662,82021.0,Castellanos,820042.0,Rafaela,82.0,Santa Fe,-31.2511417,-61.5046662,82021,Castellanos,820042,Rafaela,82,Santa Fe,-31.2511417,-61.5046662
Universidad Nacional de rio Cuarto,Universidad Nacional de rio Cuarto,Ruta Nac. 36 - Km. 601,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Ruta Nac. 36 - Km. 601&provincia=14,"-33.084594014186514,-64.3349444221352",,,,,,,,,,,,,,,,,,,,,,-33.084594014186514,-64.3349444221352,14098.0,Rio Cuarto,140861.0,Rio Cuarto,14.0,Cordoba,-33.0845940141865,-64.3349444221352,14098,Río Cuarto,140861,Río Cuarto,14,Córdoba,-33.084594014186514,-64.3349444221352
Universidad Nacional de rio Negro,Universidad Nacional de rio Negro,Don Bosco 500,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Don Bosco 500,"-39.0279881065646, -67.58044691129079",,,,,,,,,,,,,,,,,,,,,,-39.0279881065646, -67.58044691129079,62042.0,General Roca,620161.0,Gral. Roca,62.0,Rio Negro,-39.0279881065646,-67.58044691129079,62042,General Roca,620161,Gral. Roca,62,Río Negro,-39.0279881065646, -67.58044691129079
Universidad Nacional de Rosario,Universidad Nacional de Rosario,Maipu 1065,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Maipu 1065&provincia=82,"-32.950309649805945,-60.636126952347716",,,,,,,,,,,,,,,,,,,,,,-32.950309649805945,-60.636126952347716,82084.0,Rosario,,,82.0,Santa Fe,-32.950309649805895,-60.63612695234771,82084,Rosario,,,82,Santa Fe,-32.950309649805945,-60.636126952347716
Universidad Nacional de Salta,Universidad Nacional de Salta,Av Bolivia 5150,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av Bolivia 5150&provincia=66,"-24.7280281,-65.4114867",,,,,,,,,,,,,,,,,,,,,,-24.7280281,-65.4114867,66028.0,Capital,660063.0,Salta,66.0,Salta,-24.728028100000003,-65.41148670000001,66028,Capital,660063,Salta,66,Salta,-24.7280281,-65.4114867
Universidad Nacional de San Juan,Universidad Nacional de San Juan,Mitre 396,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Mitre 396,"-31.5354691,-68.5412352,15",,,,,,,,,,,,,,,,,,,,,,-31.5354691,-68.5412352,70028.0,Capital,700028.0,San Juan,70.0,San Juan,-31.5354691,-68.5412352,70028,Capital,700028,San Juan,70,San Juan,-31.5354691,-68.5412352
Universidad Nacional de San Luis,Universidad Nacional de San Luis,Ejercito de los Andes 950,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Ejercito de los Andes 950,"-33.2962223,-66.3441194",,,,,,,,,,,,,,,,,,,,,,-33.2962223,-66.3441194,74056.0,Juan Martin de Pueyrredon,740133.0,San Luis,74.0,San Luis,-33.2962223,-66.3441194,74056,Juan Martín de Pueyrredón,740133,San Luis,74,San Luis,-33.2962223,-66.3441194
Universidad Nacional de San Martin,Universidad Nacional de San Martin,Ramsay 2250,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Ramsay 2250,"-34.550664100769964,-58.441134539431594",,,,,,,,,,,,,,,,,,,,,,-34.550664100769964,-58.441134539431594,2091.0,Comuna 13,,,2.0,Ciudad Autonoma de Buenos Aires,-34.55066410077,-58.4411345394316,02091,Comuna 13,,,02,Ciudad Autónoma de Buenos Aires,-34.550664100769964,-58.441134539431594
Universidad Nacional de Santiago del Estero,Universidad Nacional de Santiago del Estero,Avenida Belgrano Sur 1912,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Avenida Belgrano Sur 1912,"-27.8014246,-64.2531763",,,,,,,,,,,,,,,,,,,,,,-27.8014246,-64.2531763,86049.0,Capital,,,86.0,Santiago del Estero,-27.801424600000004,-64.25317629999999,86049,Capital,,,86,Santiago del Estero,-27.8014246,-64.2531763
"Universidad Nacional de Tierra del Fuego, Antartida e Islas del Atlantico Sur","Universidad Nacional de Tierra del Fuego, Antartida e Islas del Atlantico Sur",Fuegia Basket 251,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Fuegia Basket 251&provincia=94,"-54.81888630058655, -68.32552591092275",,,,,,,,,,,,,,,,,,,,,,-54.81888630058655, -68.32552591092275,94015.0,Ushuaia,940014.0,Ushuaia,94.0,"Tierra del Fuego, Antartida e Islas del Atlantico Sur",-54.818886300586605,-68.32552591092279,94015,Ushuaia,940014,Ushuaia,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",-54.81888630058655, -68.32552591092275
