universidad_nombre,institucion_nombre,institucion_direccion,api,coordenadas,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,lat,lon,departamento_id_x,departamento_nombre_x,municipio_id_x,municipio_nombre_x,provincia_id_x,provincia_nombre_x,latitud_x,longitud_x,departamento_id_y,departamento_nombre_y,municipio_id_y,municipio_nombre_y,provincia_id_y,provincia_nombre_y,latitud_y,longitud_y
Universidad Nacional de Tres de Febrero,Universidad Nacional de Tres de Febrero,Av. Gral. Mosconi 2736,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Gral. Mosconi 2736&provincia=6,"-34.6050318,-58.5665275",,,,,,,,,,,,,,,,,,,,,,-34.6050318,-58.5665275,6840.0,Tres de Febrero,60840.0,Tres de Febrero,6.0,Buenos Aires,-34.6050318,-58.5665275,06840,Tres de Febrero,060840,Tres de Febrero,06,Buenos Aires,-34.6050318,-58.5665275
Universidad Nacional de Tucuman,Universidad Nacional de Tucuman,Batalla de Ayacucho 491,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Batalla de Ayacucho 491,"-26.8363912,-65.2133295",,,,,,,,,,,,,,,,,,,,,,-26.8363912,-65.2133295,90084.0,Capital,900014.0,Municipalidad de San Miguel De Tucuman,90.0,Tucuman,-26.8363912,-65.2133295,90084,Capital,900014,Municipalidad de San Miguel De Tucuman,90,Tucumán,-26.8363912,-65.2133295
Universidad Nacional de Villa Maria,Universidad Nacional de Villa Maria,Arturo Jauretche 1555,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Arturo Jauretche 1555&provincia=14,"-32.3995102,-63.2651483",,,,,,,,,,,,,,,,,,,,,,-32.3995102,-63.2651483,14042.0,General San Martin,140357.0,Villa Maria,14.0,Cordoba,-32.3995102,-63.2651483,14042,General San Martín,140357,Villa María,14,Córdoba,-32.3995102,-63.2651483
Universidad Nacional de Villa Mercedes,Universidad Nacional de Villa Mercedes,Las Heras 383,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Las Heras 383,"-33.6865689,-65.4698988",,,,,,,,,,,,,,,,,,,,,,-33.6865689,-65.4698988,74035.0,General Pedernera,740077.0,Villa Mercedes,74.0,San Luis,-33.686568900000005,-65.4698988,74035,General Pedernera,740077,Villa Mercedes,74,San Luis,-33.6865689,-65.4698988
Universidad Nacional del Centro de la Provincia de Buenos Aires,Universidad Nacional del Centro de la Provincia de Buenos Aires,Pinto 399,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Pinto 399&provincia=6,"-37.3285417102325,-59.1380501689951",,,,,,,,,,,,,,,,,,,,,,-37.3285417102325,-59.1380501689951,6791.0,Tandil,60791.0,Tandil,6.0,Buenos Aires,-37.3285417102325,-59.1380501689951,06791,Tandil,060791,Tandil,06,Buenos Aires,-37.3285417102325,-59.1380501689951
Universidad Nacional del Chaco Austral,Universidad Nacional del Chaco Austral,Fernandez 755,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Fernandez 755,"-26.8017124,-60.4491146",,,,,,,,,,,,,,,,,,,,,,-26.8017124,-60.4491146,22021.0,Comandante Fernandez,220077.0,Presidencia Roque Saenz Peña,22.0,Chaco,-26.8017124,-60.44911460000001,22021,Comandante Fernández,220077,Presidencia Roque Sáenz Peña,22,Chaco,-26.8017124,-60.4491146
Universidad Nacional del Comahue,Universidad Nacional del Comahue,Av. Santa Fe 1845,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Santa Fe 1845&provincia=2,"-34.59583822943477,-58.393932130303796",,,,,,,,,,,,,,,,,,,,,,-34.59583822943477,-58.393932130303796,2014.0,Comuna 2,,,2.0,Ciudad Autonoma de Buenos Aires,-34.5958382294348,-58.393932130303796,02014,Comuna 2,,,02,Ciudad Autónoma de Buenos Aires,-34.59583822943477,-58.393932130303796
Universidad Nacional del Litoral,Universidad Nacional del Litoral,San Jeronimo 3231,http://apis.datos.gob.ar/georef/api/direcciones?direccion=San Jeronimo 3231&provincia=82,"-31.638260020689607, -60.70559340518095",,,,,,,,,,,,,,,,,,,,,,-31.638260020689607, -60.70559340518095,82063.0,La Capital,820147.0,Santa Fe,82.0,Santa Fe,-31.638260020689604,-60.705593405181,82063,La Capital,820147,Santa Fe,82,Santa Fe,-31.638260020689607, -60.70559340518095
Universidad Nacional del Nordeste,Universidad Nacional del Nordeste,25 de mayo 868,http://apis.datos.gob.ar/georef/api/direcciones?direccion=25 de mayo 868,"-27.4607657,-58.9542543",,,,,,,,,,,,,,,,,,,,,,-27.4607657,-58.9542543,22140.0,San Fernando,220413.0,Resistencia,22.0,Chaco,-27.4607657,-58.954254299999995,22140,San Fernando,220413,Resistencia,22,Chaco,-27.4607657,-58.9542543
Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Universidad Nacional del Noroeste de la Provincia de Buenos Aires,Roque Saenz Peña 456,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Roque Saenz Peña 456&provincia=6,"-34.861684718919854, -61.52755638690734",,,,,,,,,,,,,,,,,,,,,,-34.861684718919854, -61.52755638690734,6469.0,Lincoln,60469.0,Lincoln,6.0,Buenos Aires,-34.861684718919896,-61.5275563869073,06469,Lincoln,060469,Lincoln,06,Buenos Aires,-34.861684718919854, -61.52755638690734
Universidad Nacional del Oeste,Universidad Nacional del Oeste,Gral. Manuel Belgrano 369,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Gral. Manuel Belgrano 369&provincia=6,"-34.65254628739099,-58.62119862036371",,,,,,,,,,,,,,,,,,,,,,-34.65254628739099,-58.62119862036371,6568.0,Moron,60568.0,Moron,6.0,Buenos Aires,-34.652546287391,-58.6211986203637,06568,Morón,060568,Morón,06,Buenos Aires,-34.65254628739099,-58.62119862036371
Universidad Nacional del Sur,Universidad Nacional del Sur,Av. Alem 1253,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Av. Alem 1253&provincia=6,"-38.67866305629395,-62.29611089500422",,,,,,,,,,,,,,,,,,,,,,-38.67866305629395,-62.29611089500422,6056.0,Bahia Blanca,60056.0,Bahia Blanca,6.0,Buenos Aires,-38.678663056294,-62.296110895004205,06056,Bahía Blanca,060056,Bahía Blanca,06,Buenos Aires,-38.67866305629395,-62.29611089500422
Universidad Nacional Jose C. Paz,Universidad Nacional Jose C. Paz,Leandro N. Alem 4731,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Leandro N. Alem 4731&provincia=6,"-34.521483660692496,-58.745796901146605",,,,,,,,,,,,,,,,,,,,,,-34.521483660692496,-58.745796901146605,6412.0,Jose C. Paz,60412.0,Jose C. Paz,6.0,Buenos Aires,-34.5214836606925,-58.745796901146605,06412,José C. Paz,060412,José C. Paz,06,Buenos Aires,-34.521483660692496,-58.745796901146605
Universidad Notarial Argentina,Universidad Notarial Argentina,Av. 51 435,,"-34.750524,-58.308108",,,,,,,,,,,,,,,,,,,,,,-34.750524,-58.308108,6658.0,Quilmes,60658.0,Quilmes,6.0,Buenos Aires,-34.750524,-58.308108,06658,Quilmes,060658,Quilmes,06,Buenos Aires,-34.750524,-58.308108
Universidad Pedagogica Nacional,Universidad Pedagogica Nacional,Piedras 1080,,"-34.61955811945053,-58.37559426109925",,,,,,,,,,,,,,,,,,,,,,-34.61955811945053,-58.37559426109925,2007.0,Comuna 1,,,2.0,Ciudad Autonoma de Buenos Aires,-34.619558119450495,-58.3755942610993,02007,Comuna 1,,,02,Ciudad Autónoma de Buenos Aires,-34.61955811945053,-58.37559426109925
Universidad Popular Madres de Plaza de Mayo,Universidad Popular Madres de Plaza de Mayo,Av. Hipolito Yrigoyen 1584,,"-34.6100495,-58.3908878",,,,,,,,,,,,,,,,,,,,,,-34.6100495,-58.3908878,2007.0,Comuna 1,,,2.0,Ciudad Autonoma de Buenos Aires,-34.6100495,-58.3908878,02007,Comuna 1,,,02,Ciudad Autónoma de Buenos Aires,-34.6100495,-58.3908878
Universidad Provincial de Ezeiza,Universidad Provincial de Ezeiza,Alfonsina Storni 41,,"-34.7895235,-58.5231426",,,,,,,,,,,,,,,,,,,,,,-34.7895235,-58.5231426,6270.0,Jose M. Ezeiza,60270.0,Ezeiza,6.0,Buenos Aires,-34.7895235,-58.5231426,06270,José M. Ezeiza,060270,Ezeiza,06,Buenos Aires,-34.7895235,-58.5231426
Universidad Provincial del Sudoeste,Universidad Provincial del Sudoeste,Cd. de Cali 320,,"-36.6196788,-62.5506754",,,,,,,,,,,,,,,,,,,,,,-36.6196788,-62.5506754,6399.0,Guamini,60399.0,Guamini,6.0,Buenos Aires,-36.619678799999996,-62.550675399999996,06399,Guaminí,060399,Guaminí,06,Buenos Aires,-36.6196788,-62.5506754
Universidad Salesiana Argentina,Universidad Salesiana Argentina,Gorriti 1249,,"-38.7225345,-62.282452",,,,,,,,,,,,,,,,,,,,,,-38.7225345,-62.282452,6056.0,Bahia Blanca,60056.0,Bahia Blanca,6.0,Buenos Aires,-38.722534499999995,-62.282452,06056,Bahía Blanca,060056,Bahía Blanca,06,Buenos Aires,-38.7225345,-62.282452
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional,Sarmiento 440,http://apis.datos.gob.ar/georef/api/direcciones?direccion=Sarmiento 440&provincia=2,"-34.61847060349939,-58.45044388901235",,,,,,,,,,,,,,,,,,,,,,-34.61847060349939,-58.45044388901235,2042.0,Comuna 6,,,2.0,Ciudad Autonoma de Buenos Aires,-34.6184706034994,-58.45044388901239,02042,Comuna 6,,,02,Ciudad Autónoma de Buenos Aires,-34.61847060349939,-58.45044388901235
Universidad Torcuato Di Tella,Universidad Torcuato Di Tella,Av. Pres. Figueroa Alcorta 7350,,"-34.5476972,-58.4489394",,,,,,,,,,,,,,,,,,,,,,-34.5476972,-58.4489394,2091.0,Comuna 13,,,2.0,Ciudad Autonoma de Buenos Aires,-34.5476972,-58.4489394,02091,Comuna 13,,,02,Ciudad Autónoma de Buenos Aires,-34.5476972,-58.4489394
Universita Degli Studi di Bologna,Universita Degli Studi di Bologna,"Via Zamboni, 33",,"44.4679091,11.2955076,12",,,,,,,,,,,,,,,,,,,,,,44.4679091,11.2955076,,,,,,,44.4679091,11.2955076,,,,,,,44.4679091,11.2955076
Universidad Autonoma de Entre Rios,Universidad Autonoma de Entre Rios,Av. Francisco Ramírez 1143,,"-31.727147, -60.514132",,,,,,,,,,,,,,,,,,,,,,-31.727147, -60.514132,,,,,,,,,30084,Paraná,,,30,Entre Ríos,-31.727147, -60.514132
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Mendoza,"Coronel Rodríguez 273, Ciudad - Capital, M5500 Mendoza",,"-32.896902, -68.853584",,,,,,,,,,,,,,,,,,,,,,-32.896902, -68.853584,,,,,,,,,50007,Capital,500007,Capital,50,Mendoza,-32.896902, -68.853584
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Concordia,"Salta 277, E3200 EKE, Entre Ríos",,"-31.394245, -58.012192",,,,,,,,,,,,,,,,,,,,,,-31.394245, -58.012192,,,,,,,,,30015,Concordia,,,30,Entre Ríos,-31.394245, -58.012192
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Unidad Academica Mar del Plata,"Mar del Plata, Av. Dorrego 281, B7600 CLF, Buenos Aires",,"-38.049150, -57.542411",,,,,,,,,,,,,,,,,,,,,,-38.049150, -57.542411,,,,,,,,,06357,General Pueyrredón,060357,General Pueyrredón,06,Buenos Aires,-38.049150, -57.542411
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Reconquista,"Parque Industrial Reconquista, Calle 44 1000, S3560 Reconquista, Santa Fe",,"-29.146406, -59.664216",,,,,,,,,,,,,,,,,,,,,,-29.146406, -59.664216,,,,,,,,,82049,General Obligado,820112,Reconquista,82,Santa Fe,-29.146406, -59.664216
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Concepcion del Uruguay,"BTD Concepción del Uruguay Entre Ríos AR, Ing Pereyra 676, E3264",,"-32.495728, -58.229429",,,,,,,,,,,,,,,,,,,,,,-32.495728, -58.229429,,,,,,,,,30098,Uruguay,,,30,Entre Ríos,-32.495728, -58.229429
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Cordoba,"Maestro M. Lopez esq. Cruz Roja, Córdoba",,"-31.442376, -64.192642",,,,,,,,,,,,,,,,,,,,,,-31.442376, -64.192642,,,,,,,,,14014,Capital,140077,Córdoba,14,Córdoba,-31.442376, -64.192642
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Santa Fe,"Lavaisse 610, S3004 EWB, Santa Fe",,"-31.616705, -60.675676",,,,,,,,,,,,,,,,,,,,,,-31.616705, -60.675676,,,,,,,,,82063,La Capital,820147,Santa Fe,82,Santa Fe,-31.616705, -60.675676
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Villa Maria,"Av. Universidad 450, X5900 Villa María, Córdoba",,"-32.408926, -63.218122",,,,,,,,,,,,,,,,,,,,,,-32.408926, -63.218122,,,,,,,,,14042,General San Martín,140357,Villa María,14,Córdoba,-32.408926, -63.218122
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Haedo,"París 532, B1706EAH Haedo, Buenos Aires",,"-34.640358, -58.602258",,,,,,,,,,,,,,,,,,,,,,-34.640358, -58.602258,,,,,,,,,06568,Morón,060568,Morón,06,Buenos Aires,-34.640358, -58.602258
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional rio Grande,"Islas Malvinas 1650, V9420 Río Grande, Tierra del Fuego",,"-53.786433, -67.726421",,,,,,,,,,,,,,,,,,,,,,-53.786433, -67.726421,,,,,,,,,94008,Río Grande,940007,Río Grande,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",-53.786433, -67.726421
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional rio Grande,"Islas Malvinas 1650, V9420 Río Grande, Tierra del Fuego",,"-53.786433, -67.726421",,,,,,,,,,,,,,,,,,,,,,-53.786433, -67.726421,,,,,,,,,94008,Río Grande,940007,Río Grande,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",-53.786433, -67.726421
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Tierra del Fuego,"Islas Malvinas 1650, V9420 Río Grande, Tierra del Fuego",,"-53.786433, -67.726421",,,,,,,,,,,,,,,,,,,,,,-53.786433, -67.726421,,,,,,,,,94008,Río Grande,940007,Río Grande,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",-53.786433, -67.726421
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Tierra del Fuego,"Islas Malvinas 1650, V9420 Río Grande, Tierra del Fuego",,"-53.786433, -67.726421",,,,,,,,,,,,,,,,,,,,,,-53.786433, -67.726421,,,,,,,,,94008,Río Grande,940007,Río Grande,94,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",-53.786433, -67.726421
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Rafaela,"Acuña 49, S2300 Rafaela, Santa Fe",,"-31.247815, -61.471250",,,,,,,,,,,,,,,,,,,,,,-31.247815, -61.471250,,,,,,,,,82021,Castellanos,820042,Rafaela,82,Santa Fe,-31.247815, -61.471250
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Unidad Academica Concordia,"Salta 277, E3200 EKE, Entre Ríos",,"-31.394282, -58.012407
",,,,,,,,,,,,,,,,,,,,,,-31.394282," -58.012407
",,,,,,,,,30015,Concordia,,,30,Entre Ríos,-31.394282," -58.012407
"
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional del Neuquen,"Av. Reverendo Pedro Rotter, Q8318 Plaza Huincul, Neuquén",,"-38.922009, -69.183374",,,,,,,,,,,,,,,,,,,,,,-38.922009, -69.183374,,,,,,,,,58035,Confluencia,580063,Plaza Huincul,58,Neuquén,-38.922009, -69.183374
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional San Francisco,"Av. de la Universidad 501, 2400, X2400 San Francisco, Córdoba",,"-31.421165, -62.110763",,,,,,,,,,,,,,,,,,,,,,-31.421165, -62.110763,,,,,,,,,14140,San Justo,141337,San Francisco,14,Córdoba,-31.421165, -62.110763
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Chubut,"Av. del Trabajo, U9120QGQ, Puerto Madryn, Chubut",,"-42.769285, -65.055430",,,,,,,,,,,,,,,,,,,,,,-42.769285, -65.055430,,,,,,,,,26007,Biedma,260007,Puerto Madryn,26,Chubut,-42.769285, -65.055430
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Trenque Lauquen,"Racedo 298, Trenque Lauquen, Buenos Aires",,"-35.985903, -62.727093",,,,,,,,,,,,,,,,,,,,,,-35.985903, -62.727093,,,,,,,,,06826,Trenque Lauquen,060826,Trenque Lauquen,06,Buenos Aires,-35.985903, -62.727093
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Mar del Plata,"Mar del Plata, Av. Dorrego 281, B7600 CLF, Buenos Aires",,"-38.049167, -57.542679",,,,,,,,,,,,,,,,,,,,,,-38.049167, -57.542679,,,,,,,,,06357,General Pueyrredón,060357,General Pueyrredón,06,Buenos Aires,-38.049167, -57.542679
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Avellaneda,"Av. Bartolomé Mitre 750, B1870 AAU, Buenos Aires",,"-34.662319, -58.364673",,,,,,,,,,,,,,,,,,,,,,-34.662319, -58.364673,,,,,,,,,06035,Avellaneda,060035,Avellaneda,06,Buenos Aires,-34.662319, -58.364673
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Santa Cruz,"Av. de los Inmigrantes 555, Río Gallegos, Santa Cruz",,"-51.634990, -69.218863",,,,,,,,,,,,,,,,,,,,,,-51.634990, -69.218863,,,,,,,,,78021,Güer Aike,,,78,Santa Cruz,-51.634990, -69.218863
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Venado Tuerto,"Laprida 651, S2600 Venado Tuerto, Santa Fe",,"-33.741112, -61.948621",,,,,,,,,,,,,,,,,,,,,,-33.741112, -61.948621,,,,,,,,,82042,General López,820277,Venado Tuerto,82,Santa Fe,-33.741112, -61.948621
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional La rioja,"Av. San Nicolás de Bari 1100, F5300 La Rioja",,"-29.409282, -66.831225",,,,,,,,,,,,,,,,,,,,,,-29.409282, -66.831225,,,,,,,,,46014,Capital,460014,Capital,46,La Rioja,-29.409282, -66.831225
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional La rioja,"Av. San Nicolás de Bari 1100, F5300 La Rioja",,"-29.409282, -66.831225",,,,,,,,,,,,,,,,,,,,,,-29.409282, -66.831225,,,,,,,,,46014,Capital,460014,Capital,46,La Rioja,-29.409282, -66.831225
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional La rioja,"Av. San Nicolás de Bari 1100, F5300 La Rioja",,"-29.409282, -66.831225",,,,,,,,,,,,,,,,,,,,,,-29.409282, -66.831225,,,,,,,,,46014,Capital,460014,Capital,46,La Rioja,-29.409282, -66.831225
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Unidad Academica La rioja,"Av. San Nicolás de Bari 1100, F5300 La Rioja",,"-29.409282, -66.831225",,,,,,,,,,,,,,,,,,,,,,-29.409282, -66.831225,,,,,,,,,46014,Capital,460014,Capital,46,La Rioja,-29.409282, -66.831225
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Unidad Academica La rioja,"Av. San Nicolás de Bari 1100, F5300 La Rioja",,"-29.409282, -66.831225",,,,,,,,,,,,,,,,,,,,,,-29.409282, -66.831225,,,,,,,,,46014,Capital,460014,Capital,46,La Rioja,-29.409282, -66.831225
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Unidad Academica La rioja,"Av. San Nicolás de Bari 1100, F5300 La Rioja",,"-29.409282, -66.831225",,,,,,,,,,,,,,,,,,,,,,-29.409282, -66.831225,,,,,,,,,46014,Capital,460014,Capital,46,La Rioja,-29.409282, -66.831225
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional La Rioja,"Av. San Nicolás de Bari 1100, F5300 La Rioja",,"-29.409282, -66.831225",,,,,,,,,,,,,,,,,,,,,,-29.409282, -66.831225,,,,,,,,,46014,Capital,460014,Capital,46,La Rioja,-29.409282, -66.831225
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional La Rioja,"Av. San Nicolás de Bari 1100, F5300 La Rioja",,"-29.409282, -66.831225",,,,,,,,,,,,,,,,,,,,,,-29.409282, -66.831225,,,,,,,,,46014,Capital,460014,Capital,46,La Rioja,-29.409282, -66.831225
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional La Rioja,"Av. San Nicolás de Bari 1100, F5300 La Rioja",,"-29.409282, -66.831225",,,,,,,,,,,,,,,,,,,,,,-29.409282, -66.831225,,,,,,,,,46014,Capital,460014,Capital,46,La Rioja,-29.409282, -66.831225
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Tucuman,"Bernardino Rivadavia 1050, T4001JJD San Miguel de Tucumán, Tucumán",,"-26.817167, -65.198619",,,,,,,,,,,,,,,,,,,,,,-26.817167, -65.198619,,,,,,,,,90084,Capital,900014,Municipalidad de San Miguel De Tucuman,90,Tucumán,-26.817167, -65.198619
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional San Rafael,"Av. Gral. J. J. de Urquiza 314, M5600 San Rafael, Mendoza",,"-34.601548, -68.327778",,,,,,,,,,,,,,,,,,,,,,-34.601548, -68.327778,,,,,,,,,50105,San Rafael,500105,San Rafael,50,Mendoza,-34.601548, -68.327778
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional La Plata,"Av. del Petroleo Argentino 417, Berisso, Buenos Aires",,"-34.904030, -57.924824",,,,,,,,,,,,,,,,,,,,,,-34.904030, -57.924824,,,,,,,,,06098,Berisso,060098,Berisso,06,Buenos Aires,-34.904030, -57.924824
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Bahia Blanca,"11 de Abril 461, B8000 Bahía Blanca, Buenos Aires",,"-38.710330, -62.264573",,,,,,,,,,,,,,,,,,,,,,-38.710330, -62.264573,,,,,,,,,06056,Bahía Blanca,060056,Bahía Blanca,06,Buenos Aires,-38.710330, -62.264573
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional General Pacheco,"Av. Hipólito Yrigoyen 288, Gral. Pacheco, Buenos Aires",,"-34.456600, -58.623760",,,,,,,,,,,,,,,,,,,,,,-34.456600, -58.623760,,,,,,,,,06805,Tigre,060805,Tigre,06,Buenos Aires,-34.456600, -58.623760
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Buenos Aires,"Av. Medrano 951, C1179 AAQ, Buenos Aires",,"-34.598712, -58.420055",,,,,,,,,,,,,,,,,,,,,,-34.598712, -58.420055,,,,,,,,,02035,Comuna 5,,,02,Ciudad Autónoma de Buenos Aires,-34.598712, -58.420055
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Parana,"Av. Almafuerte 1033, E3102 SLK, Entre Ríos",,"-31.749467, -60.504221",,,,,,,,,,,,,,,,,,,,,,-31.749467, -60.504221,,,,,,,,,30084,Paraná,,,30,Entre Ríos,-31.749467, -60.504221
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional San Nicolas,"Colón 332, B2900LWH San Nicolás de Los Arroyos, Buenos Aires",,"-33.332260, -60.206182",,,,,,,,,,,,,,,,,,,,,,-33.332260, -60.206182,,,,,,,,,06763,San Nicolás,060763,San Nicolás,06,Buenos Aires,-33.332260, -60.206182
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Rosario,"Zeballos 1341, S2000 Rosario, Santa Fe",,"-32.954580, -60.644244",,,,,,,,,,,,,,,,,,,,,,-32.954580, -60.644244,,,,,,,,,82084,Rosario,,,82,Santa Fe,-32.954580, -60.644244
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Resistencia,"Calle French 414, H3500CHJ Resistencia, Chaco",,"-27.451164, -58.979211",,,,,,,,,,,,,,,,,,,,,,-27.451164, -58.979211,,,,,,,,,22140,San Fernando,220413,Resistencia,22,Chaco,-27.451164, -58.979211
Universidad Tecnologica Nacional,Universidad Tecnologica Nacional - Facultad Regional Delta,"San Martín 1175, B2804 Campana, Buenos Aires",,"-34.178845, -58.962087",,,,,,,,,,,,,,,,,,,,,,-34.178845, -58.962087,,,,,,,,,06126,Campana,060126,Campana,06,Buenos Aires,-34.178845, -58.962087
